pair,trips,toolong,average
31253to31308,2,0,1229
31253to31309,1,0,2515
31253to31311,3,0,1753
31253to31312,22,0,694
31253to31400,23,0,1534
31253to31401,8,0,1353
31253to31402,4,0,1693
31253to31404,12,0,1732
31253to31406,4,0,1403
31253to31500,7,1,1389
31253to31501,1,0,1981
31253to31502,1,0,1962
31253to31503,44,0,980
31253to31504,6,0,1964
31253to31505,9,0,1118
31253to31506,30,0,878
31253to31507,1,0,1780
31253to31508,18,0,1455
31253to31509,29,0,791
31253to31511,3,0,1854
31253to31512,6,0,1264
31253to31513,3,0,1574
31253to31600,163,0,694
31253to31601,1,0,1638
31253to31602,33,0,1391
31253to31603,24,0,1366
31253to31604,41,0,783
31253to31605,19,0,1462
31253to31606,8,0,1435
31253to31607,3,0,1504
31253to31608,20,0,1370
31253to31609,23,0,1159
31253to31610,58,0,1283
31253to31611,6,0,1320
31253to31612,19,0,1308
31253to31613,16,0,1527
31253to31614,6,0,1317
31253to31615,6,0,1508
31253to31616,26,0,1112
31253to31617,9,0,1543
31253to31618,13,0,1254
31253to31619,12,0,1591
31253to31620,38,0,825
31253to31621,9,0,1118
31253to31622,97,0,1374
31253to31623,30,0,1190
31253to31624,72,0,854
31253to31625,11,0,1412
31253to31626,4,0,1622
31253to31627,11,0,1370
31253to31628,12,0,1348
31253to31629,43,0,1321
31253to31631,2,0,1267
31253to31632,7,1,1550
31253to31633,1,0,617
31254to31002,4,0,1522
31254to31003,4,0,1504
31254to31005,1,0,1716
31254to31006,6,0,1584
31254to31008,1,0,1533
31254to31011,1,0,1795
31254to31014,30,0,1284
31254to31015,9,0,1374
31254to31016,6,0,1156
31254to31017,5,0,1546
31254to31019,1,0,1804
31254to31021,1,0,4581
31254to31022,1,0,1653
31254to31027,65,0,1494
31254to31028,3,0,1774
31254to31029,1,0,1639
31254to31031,3,0,1680
31254to31034,1,0,2175
31254to31037,6,0,1969
31254to31047,1,0,2149
31254to31049,15,0,1902
31254to31100,66,1,385
31254to31101,216,1,621
31254to31102,75,0,987
31254to31103,35,0,1011
31254to31104,56,0,957
31254to31105,143,0,887
31254to31106,27,0,1081
31254to31107,41,0,1131
31254to31108,88,0,1113
31254to31109,81,0,701
31254to31110,76,0,796
31254to31111,184,1,626
31254to31112,2,0,1004
31254to31113,21,0,991
31254to31114,39,0,775
31254to31115,21,0,920
31254to31116,138,0,785
31254to31117,19,0,823
31254to31118,7,0,995
31254to31200,208,4,585
31254to31201,568,2,372
31254to31202,167,5,453
31254to31203,237,11,298
31254to31204,82,0,519
31254to31205,70,3,463
31254to31206,25,2,534
31254to31207,3,0,1121
31254to31208,9,0,1320
31254to31209,25,0,1145
31254to31210,1,0,378
31254to31211,28,0,876
31254to31212,119,1,498
31254to31213,152,8,207
31254to31214,209,2,519
31254to31215,35,3,785
31254to31216,26,1,160
31254to31217,48,0,572
31254to31218,172,2,737
31254to31219,33,4,646
31254to31220,24,0,530
31254to31221,96,8,397
31254to31222,63,12,139
31254to31223,185,0,405
31254to31224,112,1,395
31254to31225,62,0,939
31254to31226,10,0,1332
31254to31227,42,6,196
31254to31228,193,8,406
31254to31229,189,2,632
31254to31230,120,2,325
31254to31231,61,1,341
31254to31232,128,7,489
31254to31233,58,5,205
31254to31234,64,0,592
31254to31235,34,0,594
31254to31236,22,0,1188
31254to31237,125,0,612
31254to31238,63,5,232
31254to31239,108,8,335
31254to31240,7,0,1424
31254to31241,194,21,174
31254to31242,107,1,339
31254to31243,103,1,855
31254to31244,86,2,916
31254to31245,92,1,543
31254to31246,107,0,747
31254to31247,100,9,558
31254to31248,30,2,800
31254to31249,33,1,885
31254to31250,65,0,454
31254to31251,70,3,240
31254to31252,54,1,432
31254to31253,92,3,354
31254to31255,33,0,626
31254to31256,50,1,474
31254to31257,111,10,568
31254to31258,29,0,1019
31254to31259,13,0,519
31254to31260,29,1,589
31254to31261,7,0,737
31254to31262,45,1,415
31254to31263,94,2,257
31254to31264,26,0,741
31254to31265,70,3,524
31254to31266,89,1,326
31254to31267,82,1,432
31254to31268,60,0,882
31254to31270,23,1,533
31254to31271,7,0,772
31254to31272,7,0,865
31254to31300,9,0,1341
31254to31301,1,0,1984
31254to31304,15,0,1317
31254to31305,9,0,1385
31254to31306,25,0,1402
31254to31307,4,0,1373
31254to31310,35,0,1422
31254to31312,14,0,969
31254to31400,17,0,1212
31254to31401,12,0,1143
31254to31402,1,0,1563
31254to31404,7,0,1245
31254to31405,1,0,1746
31254to31406,5,0,1271
31254to31407,1,0,2083
31254to31500,17,0,1255
31254to31501,10,0,1492
31254to31502,6,0,1483
31254to31503,107,0,710
31254to31504,1,0,1485
31254to31505,17,0,1061
31254to31506,191,1,617
31254to31508,16,0,871
31254to31509,38,0,695
31254to31511,3,0,1956
31254to31512,3,0,1464
31254to31513,4,0,1269
31254to31600,238,5,456
31254to31601,1,0,1821
31254to31602,37,0,1031
31254to31603,71,0,864
31254to31604,93,1,550
31254to31605,63,0,1209
31254to31606,33,0,1642
31254to31607,11,0,1402
31254to31608,4,0,1386
31254to31609,28,0,1067
31254to31610,32,0,1243
31254to31611,33,0,1270
31254to31612,92,1,1210
31254to31613,32,0,1360
31254to31614,12,0,1181
31254to31615,27,0,1032
31254to31616,103,0,958
31254to31617,10,0,1242
31254to31618,52,0,1208
31254to31619,64,0,1276
31254to31620,62,1,619
31254to31621,50,0,686
31254to31622,31,0,1383
31254to31623,69,0,906
31254to31624,75,0,699
31254to31625,9,0,1385
31254to31626,30,0,1357
31254to31627,31,1,941
31254to31628,28,0,1194
31254to31629,27,0,1232
31254to31630,7,0,1270
31254to31631,12,0,1123
31254to31632,3,0,1139
31254to31633,2,0,777
31254to31800,1,0,1946
31254to31803,7,0,1609
31255to31002,1,0,1682
31255to31003,1,0,2122
31255to31006,4,0,1776
31255to31014,73,1,713
31255to31015,21,0,851
31255to31016,5,0,1061
31255to31017,3,0,1011
31255to31018,2,0,886
31255to31020,3,0,2141
31255to31023,1,0,1142
31255to31027,1,0,1002
31255to31030,1,0,1053
31255to31031,1,0,1242
31255to31032,1,0,3012
31255to31037,1,0,1545
31255to31053,5,0,1770
31255to31066,9,0,1493
31255to31100,55,3,460
31255to31101,169,0,783
31255to31102,112,1,1310
31255to31103,46,1,1001
31255to31104,70,0,803
31255to31105,34,0,1139
31255to31106,94,0,816
31255to31107,73,0,1098
31255to31108,72,0,1844
31255to31109,101,0,940
31255to31110,299,5,456
31255to31111,110,2,966
31255to31112,27,0,911
31255to31113,67,0,683
31255to31114,50,1,650
31255to31115,23,0,1267
31255to31116,117,2,633
31255to31117,12,0,836
31255to31118,15,0,997
31255to31200,837,22,347
31255to31201,159,1,642
31255to31202,97,0,772
31255to31203,109,3,691
31255to31204,73,0,499
31255to31205,104,4,366
31255to31206,8,0,543
31255to31207,48,0,1066
31255to31208,2,0,1518
31255to31209,3,0,2069
31255to31210,2,0,546
31255to31211,21,0,497
31255to31212,63,12,254
31255to31213,95,2,460
31255to31214,276,3,538
31255to31215,106,10,333
31255to31216,15,1,741
31255to31217,8,0,1354
31255to31218,4,0,1221
31255to31219,14,0,1163
31255to31220,81,3,500
31255to31221,132,6,424
31255to31222,44,1,736
31255to31223,27,1,961
31255to31224,123,4,329
31255to31225,261,8,391
31255to31226,34,1,767
31255to31227,39,0,805
31255to31228,60,0,937
31255to31229,239,4,593
31255to31230,23,0,910
31255to31231,10,0,1047
31255to31232,32,0,1123
31255to31233,37,0,541
31255to31234,540,11,270
31255to31235,16,0,706
31255to31236,187,0,654
31255to31237,236,34,142
31255to31238,14,0,815
31255to31239,170,4,438
31255to31240,17,0,1117
31255to31241,179,2,663
31255to31242,24,0,533
31255to31243,7,0,1468
31255to31244,27,0,1392
31255to31245,65,0,954
31255to31246,249,26,175
31255to31247,10,0,1295
31255to31248,9,0,1621
31255to31249,22,2,1204
31255to31250,55,1,334
31255to31251,68,0,718
31255to31252,44,2,311
31255to31253,45,1,448
31255to31254,39,0,660
31255to31256,27,1,871
31255to31257,316,14,301
31255to31258,23,0,916
31255to31259,14,0,675
31255to31260,91,2,436
31255to31261,26,0,684
31255to31262,7,0,891
31255to31263,32,0,691
31255to31264,11,0,1243
31255to31265,16,0,1013
31255to31266,23,0,906
31255to31267,68,0,502
31255to31268,81,0,907
31255to31269,3,0,1885
31255to31270,4,0,1226
31255to31271,14,0,1464
31255to31272,1,0,1524
31255to31300,4,0,1760
31255to31302,8,0,1386
31255to31303,5,0,1478
31255to31304,7,0,1221
31255to31305,8,0,1337
31255to31306,7,0,1269
31255to31307,33,0,1159
31255to31308,2,0,1369
31255to31309,2,0,1439
31255to31310,6,1,1776
31255to31312,80,3,557
31255to31400,23,0,1472
31255to31401,42,0,1361
31255to31402,1,0,1831
31255to31404,1,0,1955
31255to31405,8,0,1527
31255to31406,3,0,1766
31255to31407,2,0,1536
31255to31500,1,0,1564
31255to31503,13,0,1175
31255to31504,1,0,24405
31255to31505,7,0,1436
31255to31506,6,0,1339
31255to31507,3,0,1653
31255to31508,4,0,1374
31255to31509,30,0,1247
31255to31513,6,0,1548
31255to31600,130,0,933
31255to31601,1,0,3492
31255to31602,64,0,1197
31255to31603,12,0,1143
31255to31604,27,1,1179
31255to31605,9,0,1869
31255to31606,1,0,1966
31255to31609,1,0,1185
31255to31610,8,0,1768
31255to31611,1,0,1151
31255to31612,1,0,1690
31255to31613,3,0,2303
31255to31614,1,0,1482
31255to31615,1,0,1460
31255to31616,5,0,2082
31255to31617,1,0,2240
31255to31618,7,0,1462
31255to31619,4,0,2019
31255to31620,11,0,1101
31255to31621,4,0,1288
31255to31622,5,0,1807
31255to31623,101,0,1304
31255to31624,9,0,1263
31255to31627,1,0,1027
31255to31628,10,0,1897
31255to31629,1,0,1538
31255to31630,1,0,1960
31255to31631,1,0,1452
31256to31000,1,0,1403
31256to31002,4,0,1562
31256to31003,1,0,1852
31256to31005,1,0,1515
31256to31007,1,0,1560
31256to31010,7,0,1792
31256to31011,2,0,1590
31256to31014,3,0,1327
31256to31015,6,0,1883
31256to31016,2,0,1726
31256to31017,1,0,1619
31256to31019,1,0,2088
31256to31027,1,0,2398
31256to31029,2,0,1672
31256to31035,1,0,3823
31256to31040,1,0,3149
31256to31041,1,0,3745
31256to31044,1,0,3492
31256to31049,2,0,2869
31256to31053,1,0,2835
31256to31055,2,0,2248
31256to31100,25,0,555
31256to31101,59,0,1007
31256to31102,60,1,1107
31256to31103,14,0,1386
31256to31104,22,0,1340
31256to31105,10,0,1248
31256to31106,6,0,1623
31256to31107,16,0,1484
31256to31108,174,0,722
31256to31109,15,0,808
31256to31110,28,0,1231
31256to31111,91,0,888
31256to31112,2,0,1415
31256to31113,7,0,1596
31256to31114,16,0,1403
31256to31115,6,0,1307
31256to31116,35,0,1278
31256to31117,14,0,1261
31256to31200,65,0,1106
31256to31201,133,1,803
31256to31202,64,1,809
31256to31203,95,1,680
31256to31204,72,1,684
31256to31205,29,0,789
31256to31206,11,0,630
31256to31207,18,0,1012
31256to31208,19,0,1121
31256to31209,12,0,1310
31256to31210,4,0,742
31256to31211,4,0,1091
31256to31212,88,0,823
31256to31213,21,0,676
31256to31214,118,1,986
31256to31215,18,0,1184
31256to31216,66,0,318
31256to31217,33,0,436
31256to31218,79,1,439
31256to31219,59,9,114
31256to31220,15,0,704
31256to31221,22,0,868
31256to31222,83,4,383
31256to31223,57,2,531
31256to31224,14,0,889
31256to31225,25,0,1189
31256to31226,9,0,1394
31256to31227,64,2,326
31256to31228,121,6,275
31256to31229,53,0,1067
31256to31230,50,13,168
31256to31231,55,4,217
31256to31232,204,13,146
31256to31233,45,0,632
31256to31234,58,0,995
31256to31235,28,0,741
31256to31236,6,1,1380
31256to31237,64,2,912
31256to31238,59,9,258
31256to31239,47,0,771
31256to31240,11,1,1447
31256to31241,148,2,569
31256to31242,51,4,561
31256to31243,37,5,541
31256to31244,111,0,606
31256to31245,17,0,702
31256to31246,59,0,972
31256to31247,44,6,618
31256to31248,31,10,482
31256to31249,69,6,881
31256to31250,106,0,765
31256to31251,40,1,413
31256to31252,16,0,707
31256to31253,8,0,796
31256to31254,33,1,511
31256to31255,11,0,960
31256to31257,41,2,892
31256to31258,44,5,1099
31256to31259,5,0,709
31256to31260,14,0,794
31256to31261,9,0,959
31256to31262,64,4,105
31256to31263,36,2,321
31256to31264,45,4,284
31256to31265,93,0,366
31256to31266,74,1,490
31256to31267,36,1,865
31256to31268,18,0,1017
31256to31269,13,0,1085
31256to31270,29,4,153
31256to31271,10,0,554
31256to31272,12,1,473
31256to31303,7,0,2391
31256to31304,11,0,1567
31256to31305,1,0,1554
31256to31306,50,0,1653
31256to31307,2,0,1475
31256to31312,9,0,1352
31256to31400,27,0,1087
31256to31401,5,0,1448
31256to31402,2,0,1812
31256to31404,9,0,1830
31256to31406,9,0,1627
31256to31500,25,0,1036
31256to31501,26,0,1706
31256to31503,26,0,783
31256to31504,1,0,1457
31256to31505,7,0,879
31256to31506,77,0,818
31256to31507,2,0,2046
31256to31508,14,1,935
31256to31509,35,0,832
31256to31512,2,0,1221
31256to31514,1,0,1611
31256to31600,226,4,438
31256to31601,7,0,1284
31256to31602,42,0,1338
31256to31603,79,2,761
31256to31604,258,3,388
31256to31605,74,0,926
31256to31606,19,0,1266
31256to31607,24,0,1215
31256to31608,14,0,1149
31256to31609,38,1,737
31256to31610,48,0,1014
31256to31611,59,0,999
31256to31612,127,1,812
31256to31613,57,2,1012
31256to31614,89,0,899
31256to31615,99,0,787
31256to31616,79,1,768
31256to31617,37,0,1073
31256to31618,86,0,911
31256to31619,107,0,1007
31256to31620,88,8,254
31256to31621,64,2,302
31256to31622,83,0,991
31256to31623,277,5,590
31256to31624,289,3,455
31256to31625,23,0,1032
31256to31626,14,0,1249
31256to31627,16,0,807
31256to31628,120,0,881
31256to31629,25,1,871
31256to31630,12,0,1226
31256to31631,38,0,950
31256to31632,14,0,1080
31256to32901,5,4,1705
31257to31001,1,0,1666
31257to31002,4,0,3066
31257to31003,1,0,1630
31257to31005,1,0,1825
31257to31006,6,0,1583
31257to31007,2,0,1341
31257to31008,2,0,2948
31257to31009,1,0,2017
31257to31010,6,0,2135
31257to31011,1,0,1687
31257to31012,1,0,1862
31257to31013,1,0,1759
31257to31014,132,1,895
31257to31015,70,1,1001
31257to31016,4,0,1275
31257to31017,25,0,1276
31257to31018,4,0,1293
31257to31019,3,0,1450
31257to31020,1,0,2137
31257to31021,22,0,1677
31257to31022,3,0,2625
31257to31025,2,0,1911
31257to31027,13,0,1358
31257to31028,2,0,1572
31257to31029,7,0,1213
31257to31030,37,0,1215
31257to31031,3,0,1320
31257to31034,2,0,1997
31257to31035,2,0,2236
31257to31040,1,0,3727
31257to31050,1,0,1399
31257to31051,5,0,1157
31257to31052,2,0,2125
31257to31053,1,0,1532
31257to31056,1,0,1731
31257to31066,8,0,1378
31257to31100,85,7,214
31257to31101,164,0,882
31257to31102,52,0,1223
31257to31103,74,0,1032
31257to31104,133,0,891
31257to31105,71,0,1122
31257to31106,44,0,1065
31257to31107,67,0,1229
31257to31108,83,0,1392
31257to31109,51,0,1107
31257to31110,517,3,590
31257to31111,61,0,1061
31257to31112,19,0,1379
31257to31113,89,0,864
31257to31114,117,0,789
31257to31115,8,0,1346
31257to31116,223,1,744
31257to31117,48,0,1013
31257to31118,9,0,1250
31257to31200,786,31,436
31257to31201,321,0,673
31257to31202,88,2,837
31257to31203,134,2,700
31257to31204,719,12,247
31257to31205,69,19,95
31257to31206,107,3,340
31257to31207,12,0,1234
31257to31208,6,0,1422
31257to31209,19,0,1498
31257to31210,34,1,392
31257to31211,68,5,409
31257to31212,838,40,201
31257to31213,161,7,403
31257to31214,252,2,613
31257to31215,591,30,370
31257to31216,185,3,462
31257to31217,70,3,927
31257to31218,38,1,1100
31257to31219,28,0,966
31257to31220,322,4,256
31257to31221,219,7,335
31257to31222,134,5,425
31257to31223,125,0,777
31257to31224,150,11,265
31257to31225,328,17,555
31257to31226,67,0,962
31257to31227,89,2,548
31257to31228,174,0,714
31257to31229,513,9,622
31257to31230,122,1,696
31257to31231,53,4,579
31257to31232,140,6,759
31257to31233,122,10,404
31257to31234,623,11,350
31257to31235,66,4,429
31257to31236,180,2,740
31257to31237,420,32,216
31257to31238,105,1,543
31257to31239,210,6,449
31257to31240,46,3,865
31257to31241,447,2,590
31257to31242,96,8,237
31257to31243,16,0,1283
31257to31244,119,0,1167
31257to31245,67,1,996
31257to31246,524,25,291
31257to31247,53,2,952
31257to31248,30,2,1002
31257to31249,50,1,1237
31257to31250,151,23,227
31257to31251,186,3,618
31257to31252,50,11,148
31257to31253,84,5,245
31257to31254,67,3,527
31257to31255,298,13,285
31257to31256,60,0,742
31257to31258,96,9,635
31257to31259,58,1,313
31257to31260,154,17,243
31257to31261,72,2,339
31257to31262,41,0,768
31257to31263,43,0,864
31257to31264,26,2,991
31257to31265,73,1,905
31257to31266,114,0,670
31257to31267,57,0,564
31257to31268,61,2,939
31257to31269,2,0,1423
31257to31270,14,0,907
31257to31271,22,0,978
31257to31272,3,0,1387
31257to31300,5,0,2002
31257to31301,1,0,1934
31257to31302,2,0,1298
31257to31303,7,0,1801
31257to31304,20,0,1334
31257to31305,9,0,1271
31257to31306,21,0,1312
31257to31307,21,0,1085
31257to31308,3,0,3468
31257to31309,2,0,1787
31257to31310,6,0,2157
31257to31311,4,0,2035
31257to31312,113,2,572
31257to31400,33,0,1288
31257to31401,11,0,1318
31257to31402,5,0,2648
31257to31404,24,0,1783
31257to31405,1,0,1890
31257to31406,8,0,1852
31257to31407,3,0,1692
31257to31500,3,0,1322
31257to31503,179,0,1059
31257to31505,6,0,1263
31257to31506,101,0,1161
31257to31507,10,0,1472
31257to31508,8,0,1557
31257to31509,23,0,1134
31257to31510,1,0,2654
31257to31511,1,0,1675
31257to31512,1,0,1497
31257to31513,1,0,1885
31257to31600,163,1,840
31257to31601,4,0,1464
31257to31602,76,0,1372
31257to31603,37,0,1168
31257to31604,68,2,978
31257to31605,24,0,1574
31257to31606,10,0,2417
31257to31607,5,0,1632
31257to31608,22,0,1555
31257to31609,32,0,1172
31257to31610,15,0,1515
31257to31611,57,0,1228
31257to31612,41,0,1223
31257to31613,29,1,1531
31257to31614,13,0,1360
31257to31615,23,1,1347
31257to31616,18,0,1283
31257to31617,5,0,1166
31257to31618,139,0,1252
31257to31619,15,0,1764
31257to31620,102,0,817
31257to31621,19,0,1071
31257to31622,8,0,1764
31257to31623,120,0,1146
31257to31624,139,0,1082
31257to31625,6,0,1518
31257to31626,10,0,1705
31257to31627,32,0,1205
31257to31628,49,0,1378
31257to31629,14,0,1376
31257to31630,9,0,1588
31257to31631,13,0,1242
31257to31632,8,0,1450
31257to31633,3,0,1040
31258to31000,4,0,2356
31258to31001,39,0,1235
31258to31002,70,0,1564
31258to31003,15,0,1675
31258to31004,17,0,1335
31258to31005,54,0,1295
31258to31006,118,0,1108
31258to31007,20,0,1458
31258to31008,31,1,1394
31258to31009,2,0,1512
31258to31010,3,0,1735
31258to31011,10,0,1543
31258to31012,22,0,1379
31258to31013,5,0,1460
31258to31014,171,1,1092
31258to31015,137,2,1031
31258to31016,7,0,1432
31258to31017,19,0,1350
31258to31018,58,0,1076
31258to31019,11,0,1499
31258to31020,59,0,1152
31258to31021,3,0,1377
31258to31022,10,0,1215
31258to31024,2,0,2063
31258to31025,2,0,1920
31258to31026,3,0,1949
31258to31027,2,0,1453
31258to31028,27,0,1212
31258to31029,21,0,1332
31258to31030,10,0,1140
31258to31031,36,0,1153
31258to31033,1,0,1636
31258to31039,1,0,3262
31258to31041,9,0,3221
31258to31042,6,0,2806
31258to31043,14,0,3245
31258to31044,2,0,3290
31258to31047,3,0,2739
31258to31048,2,0,3108
31258to31049,1,0,1311
31258to31050,1,0,1130
31258to31051,55,0,1112
31258to31052,3,0,1470
31258to31053,73,1,1271
31258to31054,9,0,1652
31258to31056,4,0,1712
31258to31057,1,0,1930
31258to31060,4,0,2358
31258to31065,1,0,2283
31258to31066,13,0,1112
31258to31100,19,1,1066
31258to31101,24,0,1367
31258to31102,5,0,2511
31258to31103,4,0,1868
31258to31104,5,0,1877
31258to31105,1,0,1308
31258to31106,23,1,1629
31258to31107,4,1,1662
31258to31108,60,1,1177
31258to31109,5,0,2008
31258to31110,28,0,1239
31258to31111,17,0,1795
31258to31112,10,0,1958
31258to31113,3,0,1300
31258to31114,9,1,1607
31258to31116,12,0,1587
31258to31117,5,0,1674
31258to31118,1,0,1323
31258to31200,56,2,1093
31258to31201,79,5,1355
31258to31202,16,0,1670
31258to31203,22,0,1373
31258to31204,19,0,560
31258to31205,29,2,766
31258to31206,8,2,533
31258to31207,4,0,1566
31258to31208,29,1,1475
31258to31209,6,0,2035
31258to31211,17,3,832
31258to31212,24,4,845
31258to31213,20,0,1086
31258to31214,16,0,1376
31258to31215,230,10,842
31258to31216,27,1,1168
31258to31217,29,4,983
31258to31218,52,6,1009
31258to31219,78,13,1026
31258to31220,27,4,399
31258to31221,57,1,720
31258to31222,89,6,1211
31258to31223,16,2,1273
31258to31224,8,0,896
31258to31225,80,5,1111
31258to31226,11,0,1531
31258to31227,16,0,961
31258to31228,19,1,1398
31258to31229,36,0,1317
31258to31230,19,2,1095
31258to31231,41,7,1005
31258to31232,62,0,1242
31258to31233,21,2,1090
31258to31234,38,1,943
31258to31235,64,26,396
31258to31236,28,3,1464
31258to31237,56,4,922
31258to31238,38,4,1154
31258to31239,15,1,1044
31258to31240,230,106,354
31258to31241,76,2,1207
31258to31242,41,11,816
31258to31243,72,12,1143
31258to31244,45,0,957
31258to31245,17,0,1385
31258to31246,88,4,951
31258to31247,287,120,653
31258to31248,200,30,902
31258to31249,380,126,881
31258to31250,19,0,606
31258to31251,21,0,1377
31258to31252,18,0,585
31258to31253,11,0,969
31258to31254,17,0,1280
31258to31255,16,1,1001
31258to31256,29,2,1071
31258to31257,99,4,707
31258to31259,8,2,360
31258to31260,29,6,465
31258to31261,46,31,238
31258to31262,11,0,1482
31258to31263,11,0,976
31258to31264,39,1,1285
31258to31265,25,0,1478
31258to31266,10,0,1601
31258to31267,6,0,1066
31258to31268,6,0,1610
31258to31269,6,0,1490
31258to31270,14,3,982
31258to31271,15,0,1589
31258to31272,24,2,1181
31258to31304,2,0,1346
31258to31305,4,0,2101
31258to31306,2,0,1571
31258to31307,5,0,1597
31258to31312,13,0,1223
31258to31400,5,0,2019
