pair,trips,toolong,average
31512to31214,1,0,1323
31512to31215,1,0,2115
31512to31216,1,0,1233
31512to31218,13,0,1188
31512to31219,1,0,954
31512to31221,1,0,1363
31512to31223,1,0,1194
31512to31224,2,0,1373
31512to31227,2,0,1179
31512to31228,12,0,1008
31512to31229,2,0,1411
31512to31230,11,0,1081
31512to31231,11,0,1258
31512to31232,3,0,1064
31512to31233,3,0,1440
31512to31237,10,0,1760
31512to31238,5,0,1536
31512to31241,1,0,904
31512to31242,2,0,1774
31512to31243,2,0,1032
31512to31244,1,0,1090
31512to31246,1,0,1835
31512to31247,2,0,1957
31512to31248,8,0,1353
31512to31249,1,0,2055
31512to31250,39,0,1367
31512to31253,5,0,1467
31512to31254,9,0,1425
31512to31255,1,0,2323
31512to31256,4,0,1146
31512to31257,13,0,1387
31512to31260,1,0,3602
31512to31262,1,0,1049
31512to31263,6,0,1183
31512to31264,2,0,1070
31512to31265,15,0,906
31512to31268,2,0,1129
31512to31269,7,0,798
31512to31270,2,0,2106
31512to31307,1,0,1899
31512to31501,1,0,1223
31512to31502,2,0,1402
31512to31503,4,0,988
31512to31504,2,0,1229
31512to31505,2,0,934
31512to31506,5,0,824
31512to31508,13,2,320
31512to31514,1,0,1285
31512to31600,10,0,743
31512to31603,28,1,472
31512to31604,62,0,696
31512to31605,11,0,955
31512to31606,2,0,775
31512to31607,7,0,639
31512to31608,2,0,1196
31512to31609,4,0,1423
31512to31610,11,0,753
31512to31611,16,5,168
31512to31612,1,0,540
31512to31613,22,0,791
31512to31614,11,3,225
31512to31615,17,2,548
31512to31616,13,0,488
31512to31617,5,0,213
31512to31618,12,0,839
31512to31619,1,0,446
31512to31620,12,0,930
31512to31622,8,0,394
31512to31623,176,0,582
31512to31624,12,0,738
31512to31625,17,0,875
31512to31626,1,0,792
31512to31627,145,1,410
31512to31629,1,0,583
31512to31631,2,0,352
31512to31801,2,0,1385
31512to31805,2,0,1690
31513to31100,1,0,1503
31513to31101,13,0,731
31513to31102,5,0,1048
31513to31103,3,0,1227
31513to31104,1,0,972
31513to31105,4,0,886
31513to31106,3,0,1246
31513to31107,2,0,1222
31513to31109,16,0,590
31513to31110,2,0,1016
31513to31111,8,0,614
31513to31112,1,0,1646
31513to31114,2,0,1163
31513to31115,1,0,976
31513to31116,8,0,965
31513to31117,3,0,1146
31513to31118,13,0,324
31513to31200,9,0,1248
31513to31201,15,0,835
31513to31202,16,0,900
31513to31203,8,0,675
31513to31204,1,0,1030
31513to31205,3,0,1203
31513to31206,2,0,1757
31513to31207,40,0,723
31513to31208,2,0,2325
31513to31209,2,0,1325
31513to31212,27,0,1188
31513to31213,12,0,1015
31513to31214,10,0,842
31513to31215,2,0,1161
31513to31216,1,0,1022
31513to31217,5,0,1199
31513to31218,8,0,1232
31513to31219,2,0,846
31513to31221,7,0,1052
31513to31222,1,0,1034
31513to31223,4,0,668
31513to31224,35,0,848
31513to31227,1,0,889
31513to31228,2,0,1203
31513to31229,3,0,1170
31513to31230,2,1,812
31513to31232,5,0,983
31513to31233,1,0,1347
31513to31234,5,0,1135
31513to31235,1,0,2658
31513to31236,1,0,2088
31513to31237,2,0,1535
31513to31239,13,0,908
31513to31241,34,0,935
31513to31242,4,0,1198
31513to31245,26,0,514
31513to31246,3,0,1422
31513to31247,1,0,1370
31513to31248,2,0,1225
31513to31250,4,0,1408
31513to31251,1,0,674
31513to31252,2,0,1226
31513to31253,4,0,988
31513to31254,3,0,1188
31513to31255,9,0,1358
31513to31256,3,0,1433
31513to31257,2,0,1160
31513to31262,2,0,915
31513to31263,6,0,746
31513to31264,1,0,901
31513to31265,6,0,1003
31513to31266,6,0,714
31513to31267,1,0,649
31513to31268,8,0,657
31513to31271,2,0,877
31513to31272,1,0,1381
31513to31307,2,0,1348
31513to31400,1,0,1075
31513to31401,2,0,1179
31513to31402,2,0,1645
31513to31404,1,0,1192
31513to31405,1,0,1437
31513to31500,42,7,108
31513to31501,2,0,658
31513to31502,1,0,897
31513to31503,11,0,365
31513to31504,2,0,557
31513to31505,3,0,183
31513to31506,19,0,204
31513to31507,11,0,493
31513to31508,1,0,559
31513to31509,5,0,485
31513to31510,7,1,766
31513to31511,2,0,1031
31513to31512,1,0,1296
31513to31600,3,0,617
31513to31602,5,0,950
31513to31603,31,1,458
31513to31604,5,0,819
31513to31610,1,0,858
31513to31611,5,0,1511
31513to31613,5,0,1359
31513to31614,1,0,551
31513to31615,5,0,837
31513to31617,1,0,937
31513to31620,1,0,921
31513to31623,15,0,821
31513to31624,26,0,832
31513to31625,1,0,1671
31513to31627,25,1,468
31513to31628,1,0,1309
31513to31629,1,0,1000
31513to31633,21,0,1271
31514to31103,2,0,1153
31514to31109,1,0,899
31514to31112,1,0,1226
31514to31115,3,0,925
31514to31200,2,0,1398
31514to31201,4,0,1251
31514to31202,3,0,990
31514to31213,21,0,1875
31514to31214,3,0,1464
31514to31216,1,0,2718
31514to31223,3,0,1285
31514to31228,1,0,1536
31514to31232,1,0,1057
31514to31233,4,0,1921
31514to31237,4,0,1803
31514to31245,15,0,850
31514to31253,1,0,2271
31514to31264,1,0,1331
31514to31304,1,0,2780
31514to31400,1,0,941
31514to31500,5,1,383
31514to31501,1,0,344
31514to31502,17,0,396
31514to31504,5,0,270
31514to31505,2,0,684
31514to31508,2,1,1046
31514to31602,1,0,1011
31514to31603,5,0,622
31514to31605,5,0,1190
31514to31610,1,0,1391
31514to31611,2,0,1058
31514to31613,2,0,1475
31514to31615,1,0,1043
31514to31619,2,0,1269
31514to31621,2,0,1095
31514to31623,7,0,1077
31514to31624,23,0,782
31514to31627,8,0,639
31514to31629,1,0,1744
31514to31631,1,0,1398
31600to31002,2,0,1974
31600to31004,1,0,2347
31600to31007,1,0,1635
31600to31014,14,0,1955
31600to31015,19,0,1570
31600to31016,1,0,1543
31600to31017,1,0,1540
31600to31100,86,0,748
31600to31101,160,2,869
31600to31102,89,0,1022
31600to31103,29,0,1250
31600to31104,26,0,1344
31600to31105,48,0,1078
31600to31106,14,2,1314
31600to31107,87,1,1414
31600to31108,108,1,910
31600to31109,292,10,500
31600to31110,130,0,1020
31600to31111,227,5,676
31600to31113,68,0,1173
31600to31114,35,0,1133
31600to31115,9,0,995
31600to31116,65,0,991
31600to31117,10,0,1133
31600to31118,50,1,616
31600to31200,304,6,898
31600to31201,369,5,636
31600to31202,241,4,671
31600to31203,252,1,592
31600to31204,30,0,861
31600to31205,98,0,889
31600to31206,24,0,780
31600to31207,36,0,844
31600to31208,61,0,1050
31600to31209,29,2,1302
31600to31210,2,0,998
31600to31211,16,3,1382
31600to31212,71,0,815
31600to31213,102,1,600
31600to31214,146,1,832
31600to31215,150,0,1024
31600to31216,298,3,417
31600to31217,22,0,740
31600to31218,57,0,656
31600to31219,104,11,546
31600to31220,96,0,881
31600to31221,113,1,769
31600to31222,180,4,486
31600to31223,347,20,233
31600to31224,48,0,819
31600to31225,53,1,1344
31600to31226,21,0,1479
31600to31227,504,7,348
31600to31228,564,27,236
31600to31229,102,0,930
31600to31230,432,5,394
31600to31231,81,1,637
31600to31232,673,12,269
31600to31233,93,1,649
31600to31234,57,0,963
31600to31235,131,0,860
31600to31236,30,0,1279
31600to31237,55,0,1038
31600to31238,105,5,501
31600to31239,139,0,603
31600to31240,22,0,1508
31600to31241,255,6,494
31600to31242,296,2,616
31600to31243,75,1,751
31600to31244,150,0,674
31600to31245,268,8,457
31600to31246,50,3,1107
31600to31247,78,3,936
31600to31248,234,2,677
31600to31249,39,0,1368
31600to31250,62,0,711
31600to31251,257,6,356
31600to31252,61,0,810
31600to31253,58,0,851
31600to31254,221,4,445
31600to31255,78,0,962
31600to31256,283,4,434
31600to31257,176,0,909
31600to31258,45,5,1442
31600to31259,11,0,935
31600to31260,17,0,1049
31600to31261,18,0,1352
31600to31262,205,3,404
31600to31263,170,8,284
31600to31264,232,12,346
31600to31265,97,17,115
31600to31266,313,7,378
31600to31267,54,0,592
31600to31268,54,0,777
31600to31269,19,1,1087
31600to31270,86,0,337
31600to31271,27,2,457
31600to31272,10,0,843
31600to31300,8,0,1647
31600to31303,3,0,2335
31600to31304,8,0,1644
31600to31305,2,0,2200
31600to31306,4,0,1870
31600to31307,1,0,1320
31600to31310,2,0,2085
31600to31311,2,0,1373
31600to31312,14,0,1461
31600to31400,14,0,1108
31600to31401,9,0,1250
31600to31402,2,0,1779
31600to31403,2,0,1713
31600to31404,11,0,1347
31600to31406,7,0,1276
31600to31500,67,0,930
31600to31501,5,0,1214
31600to31502,2,0,1173
31600to31503,450,12,448
31600to31504,13,0,1237
31600to31505,109,0,637
31600to31506,469,11,521
31600to31507,4,0,867
31600to31508,69,0,656
31600to31509,338,10,401
31600to31510,2,0,1882
31600to31511,1,0,1296
31600to31512,37,0,812
31600to31513,17,0,811
31600to31514,3,0,1278
31600to31601,23,0,1130
31600to31602,34,0,1254
31600to31603,568,10,421
31600to31604,332,23,175
31600to31605,89,0,910
31600to31606,22,0,1293
31600to31607,26,0,1048
31600to31608,15,0,1366
31600to31609,37,0,991
31600to31610,108,1,1046
31600to31611,168,0,744
31600to31612,109,0,716
31600to31613,105,1,1214
31600to31614,191,4,735
31600to31615,266,1,542
31600to31616,166,1,522
31600to31617,62,0,802
31600to31618,67,2,856
31600to31619,88,1,951
31600to31620,661,24,206
31600to31621,101,5,376
31600to31622,45,2,927
31600to31623,190,7,544
31600to31624,503,15,368
31600to31625,8,0,1036
31600to31626,25,0,1069
31600to31627,200,2,497
31600to31628,57,0,1012
31600to31629,15,0,1028
31600to31630,5,0,1484
31600to31631,20,0,786
31600to31632,17,0,828
31600to31633,3,0,869
31600to31708,3,0,1413
31600to31800,1,0,12618
31600to31801,6,0,1459
31600to31802,1,0,1720
31600to31807,1,0,1469
31600to32901,1,0,1276
31601to31005,1,0,6155
31601to31007,1,0,2612
31601to31014,2,0,3294
31601to31051,1,0,2368
31601to31101,4,0,1860
31601to31102,3,0,2195
31601to31105,1,0,1886
31601to31107,1,0,2990
31601to31108,9,0,1264
31601to31109,2,0,1510
31601to31110,2,0,2599
31601to31111,7,1,1424
31601to31112,1,0,3082
31601to31114,2,0,2025
31601to31115,1,0,2038
31601to31116,3,0,1919
31601to31117,1,0,1935
31601to31200,7,0,1883
31601to31201,3,0,1616
31601to31202,3,0,2438
31601to31203,6,0,1577
31601to31205,4,0,2482
31601to31207,1,0,1335
31601to31208,36,0,1066
31601to31209,19,0,1485
31601to31212,1,0,1534
31601to31213,1,0,1430
31601to31214,3,0,2093
31601to31216,2,0,1534
31601to31217,5,0,1214
31601to31218,4,0,1307
31601to31219,6,0,1348
31601to31222,5,0,1697
31601to31223,11,0,1318
31601to31226,2,0,2812
31601to31227,6,0,1346
31601to31228,13,0,1160
31601to31229,3,0,1570
31601to31230,21,0,1279
31601to31231,1,0,2760
31601to31232,17,0,1274
31601to31233,1,0,1487
31601to31234,1,0,1499
31601to31235,1,0,1266
31601to31237,7,0,1595
31601to31238,1,0,1546
31601to31239,2,0,2002
31601to31240,1,0,1713
31601to31241,5,0,1404
31601to31243,68,1,1034
31601to31244,8,0,1115
31601to31245,5,0,1590
31601to31246,2,0,2598
31601to31247,2,0,1309
31601to31248,20,0,1184
31601to31249,3,0,1631
31601to31251,17,0,1169
31601to31254,2,0,1749
31601to31256,4,0,1134
31601to31257,1,0,1510
31601to31258,7,0,1806
31601to31260,1,0,1662
31601to31262,20,0,1292
31601to31263,1,0,1334
31601to31264,23,0,1046
31601to31265,5,0,1477
31601to31266,6,0,1346
31601to31267,2,0,1824
31601to31268,4,0,1668
31601to31269,8,0,626
31601to31270,2,0,1623
31601to31271,7,0,749
31601to31306,1,0,2318
31601to31400,1,0,2619
31601to31404,1,0,2399
31601to31500,2,0,1248
31601to31502,1,0,1828
31601to31503,5,0,1218
31601to31504,1,0,1718
31601to31505,3,0,1096
31601to31506,6,0,1331
31601to31508,24,1,842
31601to31510,1,0,1833
31601to31512,3,0,659
31601to31600,21,0,1067
31601to31603,27,0,1001
31601to31604,31,0,977
31601to31605,64,3,824
31601to31606,115,7,539
31601to31607,161,5,475
31601to31608,13,1,867
31601to31609,2,0,1575
31601to31610,122,1,643
31601to31611,82,0,618
31601to31612,65,2,620
31601to31613,250,3,646
31601to31614,31,1,724
31601to31615,34,0,800
31601to31616,19,0,838
31601to31617,108,5,504
31601to31618,148,3,580
31601to31619,119,7,349
31601to31620,19,0,1100
31601to31621,4,0,1725
31601to31622,59,5,473
31601to31623,160,0,754
31601to31624,47,0,855
31601to31625,148,0,821
31601to31626,71,4,306
31601to31627,15,0,1052
31601to31628,55,0,835
31601to31629,28,2,560
31601to31630,224,9,187
31601to31631,8,0,618
31601to31632,85,2,377
31601to31707,4,0,912
31601to31708,19,4,825
31601to31803,1,0,1173
31601to31804,1,0,1507
31601to31805,2,0,1589
31602to31001,8,0,2537
31602to31005,8,0,2279
31602to31006,25,0,2330
31602to31014,52,0,1457
31602to31015,2,0,1462
31602to31026,1,0,2268
31602to31027,4,0,2835
31602to31051,2,0,2361
31602to31066,1,0,4086
31602to31100,43,0,1063
31602to31101,588,19,421
31602to31102,574,83,173
31602to31103,423,31,317
31602to31104,632,19,440
31602to31105,236,35,223
31602to31106,537,6,556
31602to31107,1205,63,269
31602to31108,9,1,1635
31602to31109,204,2,624
31602to31110,206,2,683
31602to31111,427,16,488
31602to31112,48,2,493
31602to31113,186,1,508
31602to31114,72,1,633
31602to31115,1000,18,338
31602to31116,161,8,583
31602to31117,199,6,358
31602to31118,17,0,905
31602to31200,642,2,827
31602to31201,456,7,672
31602to31202,244,6,578
31602to31203,187,4,704
31602to31204,46,0,1265
31602to31205,73,0,1215
31602to31206,9,0,1268
31602to31207,183,3,483
31602to31208,17,1,2252
31602to31209,13,0,2032
31602to31211,5,0,1269
31602to31212,326,1,909
31602to31213,113,0,909
31602to31214,251,1,675
31602to31215,40,0,1424
31602to31216,136,0,897
31602to31217,6,1,1352
31602to31218,16,1,1470
31602to31219,23,0,1314
31602to31220,14,1,1279
31602to31221,71,0,926
31602to31222,23,0,1170
31602to31223,69,0,896
31602to31224,61,0,1036
31602to31225,124,0,1229
31602to31226,9,0,1451
31602to31227,71,0,978
31602to31228,88,0,1035
31602to31229,264,8,577
31602to31230,178,1,977
31602to31231,198,2,1152
31602to31232,96,0,1127
31602to31233,83,0,1001
31602to31234,113,0,903
31602to31235,5,0,1443
31602to31236,9,0,1381
31602to31237,101,0,1124
31602to31238,79,0,994
31602to31239,178,0,813
31602to31240,4,0,1410
31602to31241,249,3,706
31602to31242,109,0,1153
31602to31243,27,0,1498
31602to31244,12,0,1698
31602to31245,111,0,742
31602to31246,79,0,1271
31602to31247,17,0,1314
31602to31248,18,0,1390
31602to31249,2,0,1220
31602to31250,64,0,978
31602to31251,38,0,854
31602to31252,134,0,1058
31602to31253,27,0,1198
31602to31254,57,0,933
31602to31255,101,2,940
31602to31256,45,1,1121
31602to31257,131,0,1186
31602to31258,16,0,1995
31602to31259,9,0,1331
31602to31260,20,0,1299
31602to31261,9,0,1287
31602to31262,41,0,1157
31602to31263,44,0,869
31602to31264,19,0,1289
31602to31265,26,0,1061
31602to31266,83,0,813
31602to31267,69,0,837
31602to31268,72,0,528
31602to31270,3,0,1239
31602to31271,1,0,1832
31602to31272,1,0,1858
31602to31300,10,0,1223
31602to31301,15,0,1383
31602to31302,3,0,1652
31602to31303,9,0,1321
31602to31304,13,0,1456
31602to31305,39,0,917
31602to31306,8,0,1770
31602to31307,39,0,928
31602to31308,4,0,1505
31602to31309,1,0,1431
31602to31310,8,0,1622
31602to31311,7,0,1038
31602to31312,32,0,1195
31602to31400,1276,55,307
31602to31401,858,36,254
31602to31402,187,0,538
31602to31403,26,0,955
31602to31404,412,6,464
31602to31405,55,0,598
31602to31406,300,3,384
31602to31407,115,0,809
31602to31500,25,0,1160
31602to31501,5,0,1273
31602to31502,13,0,1324
31602to31503,108,0,844
31602to31504,25,0,1004
31602to31505,25,1,1197
31602to31506,102,0,859
31602to31507,41,0,630
31602to31508,8,0,1313
31602to31509,28,0,1016
31602to31510,1,0,2145
31602to31511,3,0,1492
31602to31512,1,0,1478
31602to31513,6,0,1480
31602to31514,4,0,1199
31602to31600,36,1,1050
31602to31601,4,0,2432
31602to31603,50,0,1273
31602to31604,39,0,1131
31602to31605,7,0,1707
31602to31609,4,0,1721
31602to31610,4,0,2663
31602to31611,15,0,1583
31602to31612,14,0,1824
31602to31613,12,0,2070
31602to31614,11,0,1391
31602to31615,11,0,1307
31602to31616,9,0,1489
31602to31617,1,0,2427
31602to31618,7,0,2009
31602to31619,3,0,1543
31602to31620,22,1,1230
31602to31621,11,0,1367
31602to31622,7,0,1612
31602to31623,28,0,1544
31602to31624,50,1,1299
31602to31625,5,0,1645
31602to31626,2,0,2242
31602to31627,16,0,1344
31602to31628,4,0,1698
31602to31630,3,0,1696
31602to31631,1,0,1664
31602to31632,2,0,1782
31602to31633,2,0,1094
31603to31003,2,0,2549
31603to31006,1,0,2254
31603to31007,1,0,1752
31603to31009,1,0,3081
31603to31011,1,0,2343
31603to31014,4,0,2086
31603to31015,1,0,4018
31603to31020,1,0,2819
31603to31042,4,0,4633
31603to31100,17,1,1268
31603to31101,127,1,1003
31603to31102,117,0,1138
31603to31103,11,0,1346
31603to31104,9,0,1489
31603to31105,31,0,1286
31603to31106,8,0,1619
31603to31107,23,0,1510
31603to31108,188,0,1049
31603to31109,91,5,720
31603to31110,21,0,1416
31603to31111,175,3,948
31603to31112,1,0,3892
31603to31113,11,0,1386
31603to31114,31,0,1474
31603to31115,19,0,1140
31603to31116,33,1,1243
31603to31117,8,0,1234
31603to31118,38,0,635
31603to31200,186,0,1098
31603to31201,232,0,827
31603to31202,105,2,993
31603to31203,97,1,935
31603to31204,7,0,1310
31603to31205,21,0,1185
31603to31206,5,0,1316
31603to31207,19,0,1069
31603to31208,32,0,1167
31603to31209,14,0,1430
31603to31210,1,0,1085
31603to31211,9,0,1682
31603to31212,44,0,1240
31603to31213,47,1,1077
31603to31214,54,0,1045
31603to31215,13,1,1969
31603to31216,22,0,900
31603to31217,13,0,1458
31603to31218,30,0,995
31603to31219,39,0,1066
31603to31220,15,0,1151
31603to31221,62,0,1077
31603to31222,48,0,983
31603to31223,184,5,632
31603to31224,27,0,1146
31603to31225,14,0,1648
31603to31226,1,0,1420
31603to31227,67,2,863
31603to31228,140,1,640
31603to31229,76,0,1229
31603to31230,104,1,808
31603to31231,31,0,1205
31603to31232,171,0,726
31603to31233,51,1,1100
31603to31234,41,0,1349
31603to31235,6,0,1560
31603to31236,5,0,1718
31603to31237,22,0,1448
31603to31238,40,0,944
31603to31239,66,0,968
31603to31240,11,0,1366
31603to31241,134,0,926
31603to31242,71,0,1063
31603to31243,53,0,978
31603to31244,106,1,855
31603to31245,83,0,706
31603to31246,25,0,1504
31603to31247,31,0,1370
31603to31248,44,0,1312
31603to31249,18,0,1487
31603to31250,25,0,1019
31603to31251,31,0,833
31603to31252,11,1,1422
31603to31253,36,0,1230
31603to31254,36,0,887
31603to31255,6,0,1595
31603to31256,57,0,782
31603to31257,38,0,1528
31603to31258,16,1,1958
31603to31259,5,0,1360
31603to31260,2,0,986
31603to31261,18,0,1255
31603to31262,30,1,779
31603to31263,33,0,717
31603to31264,55,2,756
31603to31265,76,2,549
31603to31266,67,4,817
31603to31267,23,0,1099
31603to31268,53,0,915
31603to31269,51,2,752
31603to31270,13,0,839
31603to31271,29,0,534
31603to31272,7,0,966
31603to31300,3,0,2335
31603to31302,1,0,2002
31603to31305,12,0,2010
31603to31306,3,0,3959
31603to31307,12,0,1659
31603to31310,3,0,3236
31603to31311,1,0,3315
31603to31312,5,0,1993
31603to31400,49,0,1370
31603to31401,9,0,1429
31603to31402,1,0,3125
31603to31404,9,0,1461
31603to31406,13,0,1358
31603to31500,435,5,535
31603to31501,18,1,999
31603to31502,65,0,1094
31603to31503,431,11,439
31603to31504,177,0,953
31603to31505,648,32,275
31603to31506,383,8,502
31603to31507,79,1,822
31603to31508,376,5,345
31603to31509,38,0,645
31603to31510,4,0,1103
31603to31511,32,0,984
31603to31512,83,0,533
31603to31513,18,0,711
31603to31514,12,0,805
31603to31600,510,3,457
31603to31601,39,0,1137
31603to31602,23,0,1326
31603to31604,374,4,471
31603to31605,105,2,842
31603to31606,53,0,1141
31603to31607,75,0,1037
31603to31608,21,0,926
31603to31609,34,0,1289
31603to31610,219,1,884
31603to31611,342,6,552
31603to31612,169,7,575
31603to31613,162,2,960
31603to31614,434,3,495
31603to31615,356,9,366
31603to31616,378,17,335
31603to31617,71,2,685
31603to31618,187,1,626
31603to31619,45,0,876
31603to31620,183,2,610
31603to31621,95,1,633
31603to31622,116,2,778
31603to31623,996,38,339
31603to31624,695,15,403
31603to31625,35,0,912
31603to31626,25,0,887
31603to31627,139,44,77
31603to31628,69,1,1026
31603to31629,32,0,808
31603to31630,16,0,983
31603to31631,97,0,502
31603to31632,23,0,807
31603to31633,4,0,901
31603to31703,2,0,1395
31603to31707,1,0,1659
31603to31708,2,0,1063
31603to31802,2,0,1695
31603to31807,1,0,1491
31604to31003,1,0,4490
31604to31006,1,0,2315
31604to31014,6,0,1410
31604to31015,2,0,2059
31604to31018,1,0,2099
31604to31029,1,0,1750
31604to31031,1,0,1422
31604to31041,1,0,4553
31604to31051,1,0,1692
31604to31100,77,0,776
31604to31101,100,0,943
31604to31102,22,0,1148
31604to31103,24,0,1360
31604to31104,22,0,1395
31604to31105,46,0,1257
31604to31106,11,0,1375
31604to31107,17,0,1551
31604to31108,71,2,804
31604to31109,79,0,656
31604to31110,41,0,1171
31604to31111,73,0,844
31604to31113,15,0,1282
31604to31114,29,0,1200
31604to31115,18,0,1072
31604to31116,51,0,1040
31604to31117,17,0,1313
31604to31118,5,0,659
31604to31200,277,0,916
31604to31201,189,3,793
31604to31202,145,1,764
31604to31203,170,3,705
31604to31204,35,0,922
31604to31205,59,1,1056
31604to31206,14,0,967
31604to31207,26,0,1027
31604to31208,72,0,983
31604to31209,24,0,1158
31604to31210,2,0,1485
31604to31211,6,0,1111
31604to31212,29,0,867
31604to31213,100,3,667
31604to31214,65,0,977
31604to31215,45,1,1528
31604to31216,125,1,488
31604to31217,93,0,744
31604to31218,67,0,584
31604to31219,97,3,503
31604to31220,86,0,929
31604to31221,46,0,929
31604to31222,191,4,599
31604to31223,163,3,353
31604to31224,21,0,926
31604to31225,55,0,1270
31604to31226,7,0,1340
31604to31227,169,2,429
31604to31228,314,17,241
31604to31229,78,0,1012
31604to31230,369,9,393
31604to31231,70,2,658
31604to31232,335,10,282
31604to31233,124,1,861
31604to31234,25,0,926
31604to31235,44,1,984
31604to31236,11,0,1583
31604to31237,50,0,1011
31604to31238,127,0,502
31604to31239,123,1,763
31604to31240,3,0,1172
31604to31241,227,2,568
31604to31242,78,0,747
31604to31243,130,4,526
31604to31244,209,0,617
31604to31245,110,7,572
31604to31246,28,0,1191
31604to31247,42,5,1080
31604to31248,77,1,781
31604to31249,14,3,1424
31604to31250,19,0,858
31604to31251,175,2,448
31604to31252,38,0,1058
31604to31253,32,0,867
31604to31254,75,4,625
31604to31255,23,0,1126
31604to31256,309,3,359
31604to31257,66,3,1010
31604to31258,85,0,1031
31604to31259,27,0,836
31604to31260,31,0,1056
31604to31261,37,0,974
31604to31262,170,1,349
31604to31263,130,7,330
31604to31264,78,10,302
31604to31265,35,15,108
31604to31266,90,3,446
31604to31267,36,0,646
31604to31268,17,0,960
31604to31269,31,0,729
31604to31270,13,0,374
31604to31271,50,2,287
31604to31272,9,1,516
31604to31300,1,0,2194
31604to31301,1,0,1759
31604to31304,2,0,1493
31604to31305,4,0,1530
31604to31306,1,0,4318
31604to31307,2,0,1498
31604to31309,1,0,1702
31604to31310,1,0,2805
31604to31312,10,0,1230
31604to31400,19,0,1325
31604to31401,24,0,1475
31604to31402,10,0,1349
31604to31404,3,0,1362
31604to31405,1,0,1496
31604to31406,72,0,1159
31604to31500,18,0,1116
31604to31501,5,0,1468
31604to31502,1,0,1408
31604to31503,104,3,511
31604to31504,14,0,1290
31604to31505,107,1,680
31604to31506,104,3,612
31604to31507,1,0,1001
31604to31508,41,0,698
31604to31509,64,1,523
31604to31511,9,0,1496
31604to31512,62,0,665
31604to31513,1,0,732
31604to31600,421,20,178
31604to31601,26,0,1021
31604to31602,30,0,1399
31604to31603,381,8,444
31604to31605,76,1,894
31604to31606,20,0,1084
31604to31607,63,0,904
31604to31608,12,0,1134
31604to31609,15,0,1072
31604to31610,76,0,866
31604to31611,90,0,737
31604to31612,112,2,613
31604to31613,97,3,1016
31604to31614,120,3,743
31604to31615,211,1,511
31604to31616,269,4,440
31604to31617,76,1,791
31604to31618,101,1,676
31604to31619,65,1,890
31604to31620,163,11,194
31604to31621,330,37,170
31604to31622,60,0,872
31604to31623,364,11,427
31604to31624,856,42,198
31604to31625,52,1,981
31604to31626,101,0,1158
31604to31627,92,1,501
31604to31628,55,0,815
31604to31629,14,0,865
31604to31630,18,0,1101
31604to31631,27,0,655
31604to31632,9,0,968
31604to31702,1,0,1731
31604to31708,1,0,1198
31604to31801,2,0,1357
31604to31805,1,0,1552
31605to31002,1,0,2303
31605to31008,1,0,2176
31605to31012,2,0,2302
31605to31014,4,0,2585
31605to31015,1,0,1911
31605to31041,1,0,4414
31605to31051,1,0,1722
31605to31100,13,0,1573
31605to31101,12,0,1506
31605to31102,7,0,1728
31605to31103,3,0,1728
31605to31104,5,0,2184
31605to31105,25,0,1974
31605to31106,6,0,2172
31605to31108,363,4,631
31605to31109,13,0,1323
31605to31110,6,0,1555
31605to31111,53,0,1230
31605to31113,2,0,2165
31605to31114,4,0,2246
31605to31115,2,0,1521
31605to31116,4,0,1622
31605to31117,5,0,2115
31605to31118,2,0,1636
31605to31200,18,0,1678
31605to31201,38,1,1483
31605to31202,3,0,2021
31605to31203,19,1,1411
31605to31204,11,0,1632
31605to31205,19,0,1427
31605to31206,20,0,1202
31605to31207,3,0,1619
31605to31208,604,36,362
31605to31209,100,5,464
31605to31210,1,0,1241
31605to31211,3,0,1507
31605to31212,15,0,1419
31605to31213,21,0,1522
31605to31214,11,0,1528
31605to31215,8,0,2182
31605to31216,9,0,1216
31605to31217,72,0,848
31605to31218,31,3,579
31605to31219,67,0,860
31605to31220,2,0,1087
31605to31221,12,0,1676
31605to31222,52,0,1196
31605to31223,31,1,1008
31605to31224,3,0,1625
31605to31225,6,0,1957
31605to31227,11,0,1016
31605to31228,21,0,986
31605to31229,6,0,1663
31605to31230,22,0,1110
31605to31231,23,1,984
31605to31232,116,0,872
31605to31233,99,1,1352
31605to31234,16,0,1503
31605to31235,38,1,1174
31605to31237,14,0,1731
31605to31238,26,0,1035
31605to31239,14,0,1693
31605to31240,11,0,1635
31605to31241,31,0,1253
31605to31242,20,0,1378
31605to31243,80,0,554
31605to31244,132,5,443
31605to31245,17,0,1194
31605to31246,9,0,2006
31605to31247,32,4,977
31605to31248,96,4,860
31605to31249,24,0,1388
31605to31250,4,0,1695
31605to31251,17,1,1143
31605to31252,8,0,1465
31605to31253,14,0,1496
31605to31254,61,0,1380
31605to31255,5,0,1596
31605to31256,91,0,857
31605to31257,18,0,1370
31605to31258,19,0,1322
31605to31259,4,0,1194
31605to31260,5,0,1380
31605to31261,27,0,1178
31605to31262,67,1,922
31605to31263,19,0,1138
31605to31264,74,0,713
31605to31265,13,0,812
31605to31266,6,0,1098
31605to31267,4,0,1448
31605to31268,6,0,1546
31605to31269,13,3,127
31605to31270,12,0,819
31605to31271,9,1,445
31605to31272,13,1,323
31605to31306,1,0,3284
31605to31307,1,0,2052
31605to31310,1,0,5163
31605to31312,1,0,2207
31605to31400,3,0,1774
31605to31401,2,0,2048
31605to31404,2,0,2163
